text,chunk_id,title,publication_date,authors,disease
"intra-abdominal lesions, and the renal cysts were also no longer identifiable. All renal imaging since then has been unchanged. The second patient is a nine-year-old male who was diagnosed shortly after birth. Early in his disease course he was started on everolimus 3 mg once daily for seizure and SEGA control. A few years after his diagnosis a brain MRI showed a right SEGA measuring 1.0 × 0.6 × 0.7 cm which on repeat MRI 8 months later was found to be slightly smaller at 1.0 × 0.5 × 0.7 cm. Additionally,",0_10,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"smaller at 1.0 × 0.5 × 0.7 cm. Additionally, he has a history of complex partial seizures secondary to tuberous sclerosis. Everolimus was stopped in the context of increased risk of COVID-19 and related complications from the drug’s immunosuppressive qualities. A year after everolimus was stopped, a brain MRI redemonstrated the SEGA which was slightly increased in size and two years later the patient was restarted on everolimus 5 mg once daily to help decrease the size of the SEGA and prevent",0_11,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"to help decrease the size of the SEGA and prevent hydrocephalus. Concurrently, this patient underwent renal imaging along a similar timeline. Initially, during the year of his diagnosis a renal ultrasound showed a renal cyst at the superior pole of the kidney with glycoprotein deposition along the medullary collecting system consistent with stasis nephropathy and left pelvicaliectasis. Three years later, an abdominal MRI showed multiple small bilateral renal cysts consistent with polycystic kidney disease",0_12,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"cysts consistent with polycystic kidney disease and two years following this, a repeat abdominal MRI showed decreased number of renal cysts. Between these two MRI’s is when this patient was on everolimus therapy. Since then, all renal imaging has been unchanged even with the pause in everolimus therapy. The third patient is a four-year-old female who was diagnosed shortly after she was born. An MRI at the time of diagnosis showed multiple subependymal nodules with the largest at the frontal horn of the",0_13,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"with the largest at the frontal horn of the left lateral ventricle measuring 1.1 × 0.6 × 0.9 cm with homogenous enhancement concerning for a SEGA. She was started on everolimus 5 mg once a day. A few months later, an abdominal MRI showed multiple bilateral renal cysts consistent with ADPKD associated with TS and interestingly, after a year of everolimus therapy, a repeat MRI of the abdomen was unremarkable for any renal cysts. In all three of the patients, creatinine levels were monitored regularly to",0_14,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"creatinine levels were monitored regularly to observe kidney function and we have utilized the revised Schwartz equation to determine their eGFR. Following everolimus therapy, in all three patients, there was normalization in creatinine levels and improvement in overall kidney function. In the first patient, prior to everolimus therapy creatinine levels ranged from 0.24 to 0.27 mg/dL (ref: 0.40–0.66 mg/dL) which improved to 0.35–0.50 mg/dL (ref: 0.31–0.51 mg/dL), following everolimus therapy, which",0_15,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"following everolimus therapy, which correlates with an improved eGFR from 103 − 92 mL/min/1.73m<sup>2</sup> to 141 − 99 mL/min/1.73m<sup>2</sup>. In the second patient, creatinine levels ranged from 0.27 to 0.29 mg/dL (ref: 0.40–0.66 mg/dL) prior to everolimus, improving to 0.35–0.41 mg/dL (ref: 0.37–0.63 mg/dL) after, which correlates with an improved eGFR from 92 − 85 mL/min/1.73m<sup>2</sup> to 141 − 120 mL/min/1.73m<sup>2</sup>. The third patient started at 0.25–0.28 mg/dL (ref: 0.46–0.76 mg/dL) prior",0_16,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"at 0.25–0.28 mg/dL (ref: 0.46–0.76 mg/dL) prior to everolimus with an improvement to 0.35–0.45 mg/dL (ref: 0.37–0.67 mg/dL) following therapy. This correlates with an improved eGFR from 126 − 112 mL/min/1.73m<sup>2</sup> to 143 − 111 mL/min/1.73m<sup>2</sup>. Additionally, only one patient experienced adverse effects from the drug which included elevated lipid levels. The drug cost for all three patients were managed by the assistance of insurance companies. Current understanding of everolimus and its",0_17,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"Current understanding of everolimus and its application in TSC is substantially derived from two large scale randomized, double-blind, placebo-controlled phase III studies, EXIST-1 and EXIST-2. EXIST-2 compared renal angiomyolipoma response rate to everolimus versus a placebo in TSC patients or sporadic lymphangioleiomyomatosis. It was found that 42% of patients on everolimus had at least a 50% reduction in renal angiomyolipoma size as compared to 0% in the placebo group [<xref ref-type=""bibr""",0_18,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"to 0% in the placebo group [<xref ref-type=""bibr"" rid=""CR8"">8</xref>]. EXIST-2 was studied on patients aged 18 years or older and did not study the effect of everolimus on cystic kidney disease. Our patients exhibited similar findings but in diagnosed cystic kidney disease. In the first and third patient there was a complete disappearance of the renal cysts after everolimus therapy while in the second patient there was a reduction in the number of cysts. These findings suggest everolimus’ application in",0_19,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"These findings suggest everolimus’ application in cystic kidney disease in addition to renal angiomyolipomas. Additionally, in a study examining the effect of everolimus on the disease progression in a rat model of polycystic kidney disease, it was found that everolimus significantly reduced renal cyst volume and the decline of kidney function was reduced over 5 weeks [<xref ref-type=""bibr"" rid=""CR9"">9</xref>]. All three patients were also found to have an improvement in kidney function, normalization of",0_20,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"improvement in kidney function, normalization of creatinine levels, and improvement in their eGFR after everolimus therapy. These findings support the positive implications of everolimus on cystic kidney disease. Furthermore, studies have shown that once everolimus therapy is halted, SEGAs may resume growth which was shown in the second patient [<xref ref-type=""bibr"" rid=""CR2"">2</xref>]. However, this patient’s renal cyst burden remained stable even after everolimus was stopped, therefore raising an",0_21,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"everolimus was stopped, therefore raising an important question of if everolimus may lead to stability in renal function even after therapy is stopped or if there is a long-term benefit of everolimus on kidney cysts. This has important applications especially in the context of adverse effects requiring dose reduction or therapy cessation. Aside from the studies discussed, there is little research on the effects of everolimus on renal function in the pediatric population especially. This case series adds to",0_22,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"population especially. This case series adds to the rare body of literature exemplifying its promising effects on decreasing renal cyst burden in cystic kidney disease and potentially preventing long term consequences such as hematuria and hemorrhage from larger tumors. This case series also demonstrates the importance of starting patients on everolimus early, in the pediatric population, in order to potentially prevent these long-term consequences and preserve renal function. Some limitations of this case",0_23,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"renal function. Some limitations of this case series is that it only details three patients, therefore limiting the generalizability of this study. Additionally, there is no control group to compare the results, making it difficult to determine if the observed changes are directly attributable to everolimus. Finally, although the initial results are promising, longer-term follow-up is necessary to assess the sustainability to everolimus benefits and any long-term side effects. Therefore, future studies",0_24,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"long-term side effects. Therefore, future studies with more robust study designs are warranted to confirm the findings of this case series and assess this promising evidence on the use of everolimus in pediatric patients with TSC and cystic kidney disease. Everolimus is currently used to treat TSC for its main role in rapidly reducing SEGA volume and seizure burden, although mainly studied in the adult population. This case report illustrates the findings of everolimus in reducing renal cyst size in three",0_25,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"everolimus in reducing renal cyst size in three pediatric patients and its promising utility in cystic kidney disease in patients with TSC and preserving renal function. Given the promising evidence on the use of everolimus in pediatric patients with TSC and cystic kidney disease, future studies with more robust study deigns should be conducted to confirm these findings and assess the sustainability of the drug and longer term side effects.",0_26,Everolimus on cystic kidney disease burden reduction in pediatric tuberous sclerosis complex patients: a case series,24 10 2024,,Tuberous_Sclerosis
"DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity DYRK1A, a ubiquitously expressed kinase<italic toggle=""yes"">,</italic> is linked to the dominant intellectual developmental disorder, microcephaly, and Down syndrome in humans. It regulates numerous cellular processes such as cell cycle, vesicle trafficking, and microtubule assembly. DYRK1A is a critical regulator of organ growth; however, how it regulates organ growth is not fully understood. Here, we show that the knockdown",1_0,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"understood. Here, we show that the knockdown of <italic toggle=""yes"">DYRK1A</italic> in mammalian cells results in reduced cell size, which depends on mTORC1. Using proteomic approaches, we found that DYRK1A interacts with the tuberous sclerosis complex (TSC) proteins, namely TSC1 and TSC2, which negatively regulate mTORC1 activation. Furthermore, we show that DYRK1A phosphorylates TSC2 at T1462, a modification known to inhibit TSC activity and promote mTORC1 activity. We also found that the reduced cell",1_1,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"activity. We also found that the reduced cell growth upon knockdown of DYRK1A can be rescued by overexpression of RHEB, an activator of mTORC1. Our findings suggest that DYRK1A inhibits TSC complex activity through inhibitory phosphorylation on TSC2, thereby promoting mTORC1 activity. Furthermore, using the <italic toggle=""yes"">Drosophila</italic> neuromuscular junction as a model, we show that the <italic toggle=""yes"">mnb,</italic> the fly homologs of <italic toggle=""yes"">DYRK1A</italic>, is rescued by",1_2,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"toggle=""yes"">DYRK1A</italic>, is rescued by RHEB overexpression, suggesting a conserved role of <italic toggle=""yes"">DYRK1A</italic> in TORC1 regulation. The <italic toggle=""yes"">dual-specificity tyrosine phosphorylation-regulated kinase 1 A (DYRK1A</italic>) is a ubiquitously expressed kinase that belongs to the CMGC group (<underline>C</underline>yclin-dependent kinases, <underline>M</underline>itogen-activated protein kinase, <underline>G</underline>lycogen synthase kinases, and",1_3,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"synthase kinases, and <underline>C</underline>DK-like kinases group). <italic toggle=""yes"">DYRK1A,</italic> is located within the Down syndrome critical region (DSCR). The phenotypes associated with Down syndrome (<xref rid=""bib1"" ref-type=""bibr"">Antonarakis, 2017</xref>), including abnormal neurodevelopment (<xref rid=""bib23"" ref-type=""bibr"">Hämmerle et al., 2011</xref>; <xref rid=""bib41"" ref-type=""bibr"">Najas et al., 2015</xref>), and increased susceptibility to acute megakaryoblastic leukemia (<xref",1_4,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"to acute megakaryoblastic leukemia (<xref rid=""bib34"" ref-type=""bibr"">Malinge et al., 2012</xref>), have been reasoned to be due to an increased expression of <italic toggle=""yes"">DYRK1A</italic>. On the other hand, haploinsufficiency of <italic toggle=""yes"">DYRK1A</italic> causes DYRK1A syndrome, a rare autosomal dominant disease characterized by intellectual disability, intrauterine growth retardation, microcephaly, and stunted growth (<xref rid=""bib10"" ref-type=""bibr"">Courcet et al., 2012</xref>; <xref",1_5,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"et al., 2012</xref>; <xref rid=""bib27"" ref-type=""bibr"">Kay et al., 2016</xref>; <xref rid=""bib40"" ref-type=""bibr"">Møller et al., 2008</xref>). Mouse models heterozygous for <italic toggle=""yes"">Dyrk1a</italic> also show a reduction in brain and body size (<xref rid=""bib16"" ref-type=""bibr"">Fotaki et al., 2002</xref>; <xref rid=""bib17"" ref-type=""bibr"">Fotaki et al., 2004</xref>). In <italic toggle=""yes"">Drosophila</italic>, loss of <italic toggle=""yes"">mnb</italic>, the <italic",1_6,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"of <italic toggle=""yes"">mnb</italic>, the <italic toggle=""yes"">Drosophila</italic> homolog of DYRK1A, results in reduced organ size, including brain, legs, and wings (<xref rid=""bib11"" ref-type=""bibr"">Degoutin et al., 2013</xref>; <xref rid=""bib57"" ref-type=""bibr"">Tejedor et al., 1995</xref>). Therefore, <italic toggle=""yes"">DYRK1A</italic> is a critical regulator of organ growth (<xref rid=""bib20"" ref-type=""bibr"">Guedj et al., 2012</xref>); however, the cellular processes by which <italic",1_7,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"however, the cellular processes by which <italic toggle=""yes"">DYRK1A</italic> promotes organ growth are unclear. <italic toggle=""yes"">DYRK1A</italic> and its homologs have also been implicated in many cellular processes, such as cell cycle, signal transduction, gene expression, vesicle trafficking, and microtubule assembly (<xref rid=""bib2"" ref-type=""bibr"">Arbones et al., 2019</xref>). DYRK1A has been shown to extend the G1 phase of the cell cycle in neuroblastoma cells by phosphorylation and subsequent",1_8,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"cells by phosphorylation and subsequent degradation of cyclin D1 (<xref rid=""bib7"" ref-type=""bibr"">Chen et al., 2013</xref>). In glioblastoma cells, DYRK1A phosphorylates ubiquitin ligase CDC23, which mediates mitotic protein degradation, thereby promoting tumor growth (<xref rid=""bib46"" ref-type=""bibr"">Recasens et al., 2021</xref>). Furthermore, DYRK1A expression positively correlates with EGFR levels, and DYRK1A inhibitors reduce EGFR-dependent glioblastoma growth (<xref rid=""bib45"" ref-type=""bibr"">Pozo",1_9,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"growth (<xref rid=""bib45"" ref-type=""bibr"">Pozo et al., 2013</xref>). DYRK1A promotes the expression of several genes required for ribosomal biogenesis and protein translation (<xref rid=""bib14"" ref-type=""bibr"">Di Vona et al., 2015</xref>; <xref rid=""bib30"" ref-type=""bibr"">Li et al., 2018</xref>); for example, RPS6 ribosomal protein S6, a component of the 40 S subunit, and translation initiation factor, EIF4A3 (<xref rid=""bib59"" ref-type=""bibr"">Xue et al., 2021</xref>). However, if the regulation of these",1_10,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"2021</xref>). However, if the regulation of these genes by DYRK1A is physiologically significant, it is currently unknown. The mechanistic target of rapamycin complex 1 (mTORC1) is a key energy sensor and a master regulator of anabolic processes (<xref rid=""bib47"" ref-type=""bibr"">Rehbein et al., 2021</xref>). The mTORC1 promotes anabolic processes such as protein, nucleotide, and lipid synthesis and represses catabolic processes such as autophagy, thereby promoting cellular growth (<xref rid=""bib5""",1_11,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"promoting cellular growth (<xref rid=""bib5"" ref-type=""bibr"">Ben-Sahra and Manning, 2017</xref>; <xref rid=""bib50"" ref-type=""bibr"">Saxton and Sabatini, 2017</xref>). The mechanism of mTORC1-mediated regulation of multiple anabolic pathways has been studied extensively (<xref rid=""bib47"" ref-type=""bibr"">Rehbein et al., 2021</xref>; <xref rid=""bib5"" ref-type=""bibr"">Ben-Sahra and Manning, 2017</xref>; <xref rid=""bib50"" ref-type=""bibr"">Saxton and Sabatini, 2017</xref>). TSC consisting of TSC1, TSC2, and TBC1D7",1_12,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"TSC consisting of TSC1, TSC2, and TBC1D7 (TBC1 domain family member 7), integrates various extracellular signals and negatively regulates mTORC1 complex activity (<xref rid=""bib47"" ref-type=""bibr"">Rehbein et al., 2021</xref>; <xref rid=""bib12"" ref-type=""bibr"">Dibble et al., 2012</xref>). TSC2 is a GTPase-activating protein (GAP) and promotes the conversion of GTP-bound RHEB (Ras Homolog Enriched in Brain) to the GDP-bound state, thereby inhibiting it. When TSC2 is inhibited, the GTP-bound RHEB activates",1_13,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"TSC2 is inhibited, the GTP-bound RHEB activates mTORC1 (<xref rid=""bib29"" ref-type=""bibr"">Li et al., 2003</xref>; <xref rid=""bib56"" ref-type=""bibr"">Tee et al., 2003</xref>). The mTORC1 activation is controlled by extracellular stimuli, nutrients, energy status, and stress. For example, in response to insulin stimulation, AKT phosphorylates TSC2 at several sites, including S939 and T1462, suppressing its inhibitory effect on RHEB-GTP recycling, thus activating mTORC1 (<xref rid=""bib44""",1_14,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"thus activating mTORC1 (<xref rid=""bib44"" ref-type=""bibr"">Potter et al., 2002</xref>). Similarly, in response to growth factors, extracellular signal-regulated Kinase (ERK) (<xref rid=""bib33"" ref-type=""bibr"">Ma et al., 2005</xref>) and p90 ribosomal S6 kinase 1 (RSK1) phosphorylate TSC2 and activate mTORC1 (<xref rid=""bib48"" ref-type=""bibr"">Roux et al., 2004</xref>). MK2 (MAP kinase-activated protein kinase 2/MAPKAPK2) phosphorylates TSC2 at yet another site, S1210, in the presence of serum and leads to",1_15,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"S1210, in the presence of serum and leads to the inhibition of TSC2 activity, which allows the activation of mTORC1 (<xref rid=""bib29"" ref-type=""bibr"">Li et al., 2003</xref>). Catabolic signals, such as low energy levels during glucose scarcity, drive AMPK-mediated phosphorylation of TSC2 that promotes its GAP function and suppresses mTORC1 activity (<xref rid=""bib9"" ref-type=""bibr"">Corradetti et al., 2004</xref>). Several kinases regulating the TSC activity underscores the importance of investigating",1_16,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"underscores the importance of investigating novel kinases involved in its regulation, which may regulate mTORC1 activity in distinct cellular contexts. In this study, we discover that DYRK1A interacts with TSC1 and TSC2. We show that DYRK1A phosphorylates TSC2 at T1462 and is a possible positive regulator of mTORC1 activity and cell growth. Furthermore, we show that in <italic toggle=""yes"">Drosophila</italic>, both Mnb, the DYRK1A-homolog, and mTORC1 are required to promote neuromuscular junction (NMJ)",1_17,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"required to promote neuromuscular junction (NMJ) growth. Moreover, the activation of mTORC1 can rescue the NMJ growth phenotype of <italic toggle=""yes"">mnb</italic> loss of function, suggesting Mnb may regulate mTORC1 to promote neuromuscular junction morphology. We propose that DYRK1A-mediated regulation of mTORC1 activity is a conserved mechanism to regulate cell size and development.  This work shows that DYRK1A promotes cell size as a reduction in <italic toggle=""yes"">DYRK1A</italic> levels in both",1_18,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"toggle=""yes"">DYRK1A</italic> levels in both human and mouse cells results in small cell size (<xref rid=""fig1"" ref-type=""fig"">Figure 1A–D</xref>). mTORC1 is a key energy sensor and a master regulator of cell growth (<xref rid=""bib5"" ref-type=""bibr"">Ben-Sahra and Manning, 2017</xref>; <xref rid=""bib50"" ref-type=""bibr"">Saxton and Sabatini, 2017</xref>). We found that reduced levels of <italic toggle=""yes"">DYRK1A</italic> in cells result in decreased S6K and S6 phosphorylation, suggesting that DYRK1A",1_19,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"and S6 phosphorylation, suggesting that DYRK1A positively regulates mTORC1 (<xref rid=""fig3"" ref-type=""fig"">Figure 3</xref>). One of the key regulators of mTORC1 is the TSC complex, consisting of TSC1, TSC2, and TBC1D7 (TBC1 domain family member 7), which integrates various extracellular signals and negatively regulates mTORC1 complex activity (<xref rid=""bib47"" ref-type=""bibr"">Rehbein et al., 2021</xref>; <xref rid=""bib12"" ref-type=""bibr"">Dibble et al., 2012</xref>). DYRK1A physically interacts with the",1_20,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"DYRK1A physically interacts with the TSC complex through its kinase domain (<xref rid=""fig2"" ref-type=""fig"">Figure 2</xref>). TSC2 is a GTPase-activating protein (GAP) that promotes the conversion of GTP-bound RHEB to the GDP-bound state, thereby inhibiting it. When TSC2 is inhibited, the GTP-bound RHEB activates mTORC1 (<xref rid=""bib56"" ref-type=""bibr"">Tee et al., 2003</xref>; <xref rid=""bib25"" ref-type=""bibr"">Inoki et al., 2003</xref>). Phosphorylation at TSC2 at T1462 has been shown to inhibit TSC and",1_21,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"TSC2 at T1462 has been shown to inhibit TSC and promote TORC1 activity through RHEB (<xref rid=""bib35"" ref-type=""bibr"">Manning et al., 2002</xref>; <xref rid=""bib60"" ref-type=""bibr"">Zhang et al., 2009</xref>). Our study, for the first time, shows that DYRK1A phosphorylates TSC2 at the T1462 site, thereby promoting the mTORC1 pathway. We also show that the overexpression of <italic toggle=""yes"">RHEB</italic> could partially rescue the cell growth phenotypes exhibited by <italic toggle=""yes"">DYRK1A</italic>",1_22,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
"exhibited by <italic toggle=""yes"">DYRK1A</italic> knockdown cells, indicating that the DYRK1A works upstream to RHEB. In DYRK1A syndrome, the loss of one copy of <italic toggle=""yes"">DYRK1A l</italic>eads to stunted growth and microcephaly in humans (<xref rid=""bib40"" ref-type=""bibr"">Møller et al., 2008</xref>). A recent report showing a reduction in mTOR signaling in mice cortex lacking <italic toggle=""yes"">Dyrk1a</italic> indicates that the DYRK1A-mTORC1 axis may regulate brain development (<xref",1_23,DYRK1A interacts with the tuberous sclerosis complex and promotes mTORC1 activity,22 10 2024,,Tuberous_Sclerosis
